Abstr. A. Mtng Environ. Mutagen Soc. 8|Abstracts. 8th Annual Meeting of the Environmental Mutagen Society, Colorado Springs.
Abstr. A. Mtng Environ. Mutagen Soc. 9|Abstracts. 9th Annual Meeting of the Environmental Mutagen Society.
Abstr. A. Mtng Europ. Environ. Mutagen Soc. 3|Abstracts. 3rd Annual Meeting of the European Environmental Mutagen Society
Abstr. A. Mtng Europ. Environ. Mutagen Soc. 4|Abstracts. 4th Annual Meeting European Environmental Mutagen Society, Heidelberg
Abstr. A. Mtng Europ. Environ. Mutagen Soc. 5|Abstracts. 5th Annual Meeting of the European Environmental Mutagen Society, Florence
Abstr. A. Mtng Europ. Environ. Mutagen Soc. 8|Abstracts. 8th Annual Meeting of the European Environmental Mutagen Society, Dublin
Abstr. A. UCLA Symp. 12|Abstracts. 12th Annual UCLA Symposia
Abstr. AACR Special Conf., 1994|Abstracts. Transcriptional control of cell growth and differentiation. American Association for Cancer Research Special Conference, Chatham, MA, October 1994.
Abstr. All-India Cell Biol. Conf. 1|Abstracts. 1st All-India Cell Biology Conference, Banaras Hindu University, Varanasi, January 14-16, 1977.
Abstr. All-India Cell Biol. Conf. 10|Abstracts. 10th All-India Cell Biology Conference, Gujarat University, December 24-26 1986.
Abstr. All-India Cell Biol. Conf. 11|Abstracts. 11th All-India Cell Biology Conference, University of Delhi, December 26-28 1987.
Abstr. All-India Cell Biol. Conf. 13|Abstracts. 13th All-India Cell Biology Conference, Centre for Cellular & Molecular Biology, Hyderabad, December 27-29, 1989.
Abstr. All-India Cell Biol. Conf. 16|Abstracts. 16th All-India Cell Biology Conference, January 1-3, 1993.
Abstr. All-India Cell Biol. Conf. 17|Abstracts. 17th All-India Cell Biology Conference, Indore, January 7-9, 1994.
Abstr. All-India Cell Biol. Conf. 2|Abstracts. 2nd All-India Cell Biology Conference, University of Delhi, Delhi.
Abstr. All-India Cell Biol. Conf. 3|Abstracts. 3rd All-India Cell Biology Conference, Bombay, January 10-12, 1979.
Abstr. All-India Cell Biol. Conf. 4|Abstracts. 4th All-India Cell Biology Conference, University of Calcutta, 11-13 January, 1980
Abstr. All-India Cell Biol. Conf. 5|Abstracts. 5th All-India Cell Biology Conference, Bangalore University, December 29-31, 1981.
Abstr. All-India Cell Biol. Conf. 6|Abstracts. 6th All-India Cell Biology Conference, University of Delhi, December 25-27 1982.
Abstr. All-India Cell Biol. Conf. 7|Abstracts. 7th All-India Cell Biology Conference, Centre for Cellular & Molecular Biology, Hyderabad, March 9-11, 1984.
Abstr. All-India Cell Biol. Conf. 9|Abstracts. 9th All-India Cell Biology Conference, Pune, January 23-25, 1986.
Abstr. Am. Chem. Soc.|American Chemical Society. Abstracts of papers
Abstr. Am. Chem. Soc. 115|American Chemical Society. 115th Meeting. Abstracts of papers
Abstr. Am. Chem. Soc. 25 SE Region Mtng|Abstracts. American Chemical Society. 25th Southeast Region Meeting, November 7-9. 1973.
Abstr. Am. Chem. Soc. 26 SE Region Mtng|Abstracts. American Chemical Society. 26th Southeast Region Meeting.
Abstr. Am. Soc. Photobiol.|Program and abstracts, Annual meeting. American Society for Photobiology
Abstr. Aust. N.Z. Soc. Cell Biol. 4|Abstracts. Fourth Annual Meeting. Australia and New Zealand Society for Cell Biology.
Abstr. Balkan Congr. Electr. Microsc. 2|Abstracts. Second Balkan Congress for Electron Microscopy, Istanbul
Abstr. Cold Spring Harbor Symp. Quant. Biol.|Abstracts. Cold Spring Harbor Symposium on Quantitative Biology
Abstr. Conf. Biol. Inf. Canberra|Program and Abstracts. Conference on Biological Informatics
Abstr. Conf. Genet. Indust. Microorg.|Abstracts. Conference Genetics Industrial Microorganisms
Abstr. Cong. Genet. Selekt. SSSR 2|Abstracts. 2nd Congress of Genetics i Selekt. SSSR
Abstr. Cong. Genet. Selekt. SSSR 3|Abstracts. 3rd Congress of Genetics i Selekt. SSSR
Abstr. Congr. All-Union Ent. Soc. 3|Abstracts of communications. 3rd Congress All-Union Entomological Society, Tiflis, 4-9 October, 1957.
Abstr. Congr. Genet. Breeding, Ukraine 5|Abstracts. 5th Congress on Genetics and Breeding, Ukraine
Abstr. Congr. Genet. i Selekt. Ukraine|Abstracts. Congress of Genetics i Selekt. Ukraine
Abstr. Diss. Univ. Camb.|Abstracts of Dissertations Approved for the Ph.D., M.Sc. and M.Litt. Degrees in the University of Cambridge
Abstr. Diss., Ohio St. Univ.|Abstracts of Doctoral Dissertations Presented by Candidates for the Degree of Doctor of Philosophy, Ohio State University
Abstr. DOE Workshop IX|Abstracts. Doe Genome Contractor-Grantee Workshop IX.
Abstr. Drosophila Visual System Dev. Wkshp 2|Abstracts. Second Drosophila Visual System Development Workshop, Asilomar, California, August 23 - 26, 1994.
Abstr. Ecdysone Wkshp 10|Abstracts. Xth Ecdysone Workshop, Liverpool, 6-9 April 1992.
Abstr. Ecdysone Wkshp 11|Abstracts. Xth Ecdysone Workshop, Ceske-Budejovice, Czek Rep. July 1994.
Abstr. Ecdysone Wkshp 12|Abstracts. Xth Ecdysone Workshop, Barcelona, July 22-26, 1996.
Abstr. ECRO X|Abstracts. Xth Congress of European Chemoreception Research Organization, August 23-28, 1992, Munich, Germany.
Abstr. ECRO XIII|Abstracts. XIIIth Congress of European Chemoreception Research Organization, Sienna, 1998.
Abstr. EMBL/EMBO Symp. 2002|Abstracts. EMBL/EMBO Symposium on Functional Genomics; the Future of Biology, October 13-16, 2002, EMBL, Heidelberg.
Abstr. EMBO Symp.|Abstracts, EMBO Annual Symposium
Abstr. EMBO/EMBL Conf. Centrosomes|Abstracts. EMBO/EMBL Conference on centrosomes and spindle pole bodies. Heidelberg, September 13-17th 2002.
Abstr. Entomology '97|Presentation and Poster Abstracts. Entomology '97. The First National Meeting for Entomologists, 10-12 September, 1997, University of Newcastle.
Abstr. Entomology '98|Presentation and Poster Abstracts. Entomology '98. The Second National Meeting for Entomologists, 9-11 September, 1998, University of Exeter.
Abstr. Europ. Cytogenet. Conf. 3|Abstracts. Third European Cytogenetics Conference, Paris, July 7-10, 2001.
Abstr. Europ. Soc. Radiat. Biol. 6|Abstracts. 6th Annual Meeting. European Society for Radiation Biology, Interlaken
Abstr. Europ. Soc. Radiat. Biol. 8|Abstracts. 8th Annual Meeting. European Society for Radiation Biology, Basko Polje, Jugoslavia
Abstr. Europ. Soc. Radiat. Biol. 9|Abstracts. 9th Annual Meeting. European Society for Radiation Biology, Rome
Abstr. Europ. Soc. Surg. Res. 30|Abstracts. 30th Congress, European Society for Surgical Research
Abstr. Europ. Symp. Dros. Neurobiol. 5|Abstracts. Fifth European Symposium on Drosophila Neurobiology
Abstr. FENS Forum|FENS (Federation of European Neurosciences Societies) Forum Abstracts
Abstr. Gen. Mtng Am. Soc. Microbiol.|Abstracts. General Meeting of the American Society for Microbiology
Abstr. Gen. Soc., 1999|Abstracts. Genetics of Growth and Cell Division. The Genetical Society Spring Meeting, Warwick March 1999.
Abstr. Gen. Soc., 1999b|Abstracts. Drosophila - from genome to function.
Abstr. Gen. Soc., 2000|Abstracts. Hosts, parasites and pathogens. The Genetical Society Spring Meeting, Warwick, April 2000.
Abstr. Gen. Soc., Autumn 1999|Abstracts. The Genetical Society Autumn Meeting, 12 November 1999.
Abstr. Gen. Soc./BSDB, 1997|Abstracts. Genetical control of development. Joint meeting of the Genetical Society and the British Society for Developmental Biology, Warwick, March 1997.
Abstr. Genet. Soc. Aust.|Abstracts. Genetics Society of Australia
Abstr. HGM '92|Abstracts. HGM '92. HUGO's Human Genome Meeting.
Abstr. HGM '96|Abstracts. HGM '96. HUGO's Human Genome Meeting.
Abstr. HGM '97|Abstracts. HGM '97. HUGO's Human Genome Meeting.
Abstr. HGM '98|Abstracts. HGM '98. HUGO's Human Genome Meeting.
Abstr. HGM2000|Abstracts. HGM2000. HUGO's Human Genome Meeting.
Abstr. HGM2001|Abstracts. HGM2001. HUGO's Human Genome Meeting. Edinburgh 19-22nd April 2001.
Abstr. Int. Biophys. Congr. 12|Abstracts. XIIth International Biophysics Congress
Abstr. Int. Conf. Molec. Dev. Biol. Insects|Abstracts. International Conference on Molecular and Developmental Biology of Insects, Heraclion, July 1978
Abstr. Int. Conf. Perspect. Prot. Eng. 6|Abstracts. 6th International Conference. Perspectives on Protein Engineering.
Abstr. Int. Congr. Bot. 11|Abstracts of the papers presented at the XI International Botanical Congress, August 24-September 2, 1969 and the International Wood Chemistry Symposium, September 2-4, 1969.
Abstr. Int. Congr. Dipterol.|Abstract. International Congress of Dipterology
Abstr. Int. Congr. Dipterol. 2|Abstracts. Second International Congress of Dipterology, Bratislava
Abstr. Int. Congr. Dipterol. 3|Abstracts. Third International Congress of Dipterology, Guelph.
Abstr. Int. Congr. Endocrinol. 4|Fourth International Congress of Endocrinology. Abstracts of short communications. Washington, DC, 1972
Abstr. Int. Congr. Entomol. 13|Reziume dokladov. XIII Mezhdunarodnyi entomologicheskii kongress, Moskva, 2-9 avgusta, 1968
Abstr. Int. Congr. Entomol. 14|Abstracts of the XIVth International Congress of Entomology, Canberra Australia, August 22-30, 1972
Abstr. Int. Congr. Entomol. 16|Abstracts. 16th International Congress of Entomology, Kyoto, 1980
Abstr. Int. Congr. Evol. Biol. 1|Abstracts. First International Congress of Evolutionary Biology.
Abstr. Int. Congr. Eye Res. 11|Program and Abstracts. XI International Congress of Eye Research, New Dehli, India, 1994
Abstr. Int. Congr. Eye Res. 8|Abstracts. 8th International Congress of Eye Research, San Francisco, CA, September, 1988
Abstr. Int. Congr. Genet. 10|Abstracts of the X International Congress of Genetics, Montreal, 1958
Abstr. Int. Congr. Genet. 11|Abstracts. XI International Congress of Genetics
Abstr. Int. Congr. Genet. 17|Volume of Abstracts. XVII International Congress of Genetics, Birmingham, 1993
Abstr. Int. Congr. Genet. 8|Abstracts of the Eighth International Congress of Genetics, Stockholm, 7-14 July 1948
Abstr. Int. Congr. Genet. 9|Abstracts. IX Congresso Internazionale di Genetica, Bellagio (Como) 24-31 Agosto 1953
Abstr. Int. Congr. Physiol. Sci. 33|Abstracts. 33rd International Congress of Physiological Sciences, St. Petersburg.
Abstr. Int. Congr. Radiat. Res. 2|Abstracts. 2nd International Congress of Radiation Research.
Abstr. Int. Congr. Radiat. Res. 4|Abstracts. 4th International Congress of Radiation Research.
Abstr. Int. Congr. Syst. Evol. Biol. 2|Abstracts. Second international congress of systematic and evolutionary biology, Vancouver, B.C., Canada, July 17-24, 1980.
Abstr. Int. Congr. System. Evol. Biol. 2|Abstracts, 2nd International Congress of Systematics and Evolutionary Biology, Vancouver, 1980.
Abstr. Int. Congr. Virol. 3|Abstracts of the 3rd International Congress for Virology
Abstr. Int. Semin. Chromosomes|Abstracts. International Seminar on Chromosomes
Abstr. Int. Symp. Molec. Mech. Vision Inverts.|Abstracts. International Symposium on Molecular Mechanisms of Vision in Invertebrates, Aachen, Germany, September, 1995.
Abstr. Int. Symp. Retinal Degen.|Abstracts. Degenerative diseases of the retina. Sixth International Symposium on Retinal Degenerations, held November 4-9, 1994, in Jerusalem, Israel.
Abstr. Int. Symp. Yeast 3|Abstracts. 3rd International Specialized Symposium on Yeasts
Abstr. Int. Union Physiol. Sci. 24|Abstracts of lectures and symposia. Proceedings of the International Union of Physiological Sciences
Abstr. IWITS 7|Abstracts. 7th International Workshop on the Identification of Transcribed Sequences. Beyond the Identification of Transcribed Sequences. Asilomar, November 16-19, 1997.
Abstr. Keystone Symp., Genet. Manip. Insects, 1998|Abstracts. Keystone Symposium, Toward the Genetic Manipulation of Insects, Taos, New Mexico, Janaury, 1998.
Abstr. Latin Am. Soc. Dev. Biol. 1|Abstracts. 1st International Meeting. Latin American Society of Developmental Biology. Valle Nevado, Chile, 2003.
Abstr. Pap. Chem. Congr. N. Am. 3|Abstracts of Papers. 3rd Chemistry Congress of North America, Toronto
Abstr. Pap., Ent. Soc. Am., Pacific Branch|Abstracts of submitted papers, Pacific Branch, Entomological Society of America
Abstr. Robertson Symp., 1993|Abstracts. Robertson Symposium 1993 - Frontiers of Molecular Evolution.
Abstr. Sci. Paps. A. Mtng Am. Soc. Anesthesiologists|Abstracts of Scientific Papers, Annual Meeting of the American Society of Anesthesiologists.
Abstr. Soc. Dev. Biol., 1996|Abstracts. Annual meeting, Society for Developmental Biology
Abstr. Soc. Neurosci.|Abstracts - Society for Neuroscience
Abstr. Sov. Genet. Select. Soc., Vavilov|Abstracts. Congress of Soviet Geneticists and Selectionists Society of N. I. Vavilov
Abstr. Structure & Function of Lysosomes, 1976|[Abstracts. World Symposium on the Structure and Function of Lysosomes.]
Abstr. Symp. Applic. Exp. Mutations Plant Breeding|Abstracts of a Symposium on Applications of Experimental Mutations in Plant Breeding.
Abstr. Symp. Impacts Genome Projects, 1998|Abstracts. Symposium on Impacts of Genome Projects on Medicine and Biotechnology, Hong Kong, October 1998.
Abstr. Symp. Oriental Entom.|Abstracts. Symposium on Oriental Entomology, Calcutta, 1973
Abstr. Symp. Transfer RNA, 1971|Abstracts. Symposium on Transfer RNA, Strasbourg, France, December 9-11, 1971.
Abstr. VI Europ. Congr. Entomol.|Book of Abstracts, The VIth European Congress of Entomology.
Abstr. Wellcome Trust Genome Campus Inaug. Symp.|Abstracts. Wellcome Trust Genome Campus Inaugural Symposium
ACS Conf. Proc. Ser.|American Chemical Society Conference Proceedings Series
ACS Symp. Ser.|American Chemical Society Symposium Series
Acta agron. hung.|Acta Agronomica Hungarica
Acta agron. hung. Acad. Sci. hung.|Acta Agronomica Hungarica Academiae Scientiarum Hungaricae
Acta Amazon.|Acta Amazonica (Instituto Nacional de Pesquisas da Amazonia do Conselho Nacional de Pesquisas)
Acta Anat.|Acta Anatomica
Acta anat. nipp.|Acta anatomica nipponica [Kaipogaku zasshi]
Acta Anthropogenet.|Acta Anthropogenetica
Acta Astronaut.|Acta Astronautica
Acta biochim. biophys. Acad. Sci. hung.|Acta Biochimica et Biophysica Academiae Scientiarum Hungaricae
Acta biochim. biophys. hung.|Acta Biochimica et Biophysica Hungarica
Acta Biochim. Biophys. Sinica|Acta Biochimica et Biophysica Sinica [Chinese Journal of Biochemistry and Biophysics] [Sheng wu hua xue yu sheng wu wu li xue bao]
Acta biochim. polon.|Acta Biochimica Polonica
Acta biol. Acad. Sci. hung.|Acta Biologica Academiae Scientiarum Hungaricae
Acta biol. Cracov.|Acta Biologica Cracoviensia [Polska Akademia Nauk Oddzial w Krakowie. Komisja Biologiczna]
Acta biol. Cracov.|Acta Biologica Cracoviensia [Polska Akademia Nauk Oddzial w Krakowie. Komisja Biologiczna]
Acta biol. Debrecin.|Acta biologica Debrecina
Acta Biol. exp. sin.|Acta Biologiae Experimentalis Sinica [Shih yen sheng wu hsueh pao]
Acta Biol. exp., Warsaw|Acta Biologiae Experimentalis
Acta biol. hung.|Acta Biologica Hungarica
Acta biol. jugosl.|Acta biologica jugoslavica
Acta biol. jugosl.|Acta biologica jugoslavica
Acta biol. jugosl.|Acta biologica jugoslavica
Acta biol. med. exp.|Acta biologiae et medicinae experimentalis
Acta biol. med. Ger.|Acta Biologica et Medica Germanica
Acta biol., Columbiana|Acta biologica columbiana
Acta biol., Szeged|Acta biologica. Acta Universitatis Szegediensis
Acta biotheor.|Acta Biotheoretica
Acta Bot. Indica|Acta Botanica Indica
Acta Bot. Sinica|Acta Botanica Sinica [Zhi wu xue bao]
Acta Bot. Yunnanica|Yunnan zhi wu yan jiu [Acta Botanica Yunnanica]
Acta brev. neerl. Physiol.|Acta brevia Neerlandica de Physiologia, Pharmacologia, Microbiologia, e.a
Acta brev. sinens., Lond.|Acta brevia Sinensia (British Council)
Acta Cient. Compostelana|Acta Cientifica Compostelana
Acta cient. venez.|Acta Cientifica Venezolana
Acta cryst.|Acta Crystallographica
Acta Embryol. exp.|Acta Embryologiae experimentalis
Acta Embryol. Morph. exp.|Acta Embryologiae et Morphologiae experimentalis
Acta Embryol. Morph. exp.|Acta Embryologiae et Morphologiae experimentalis
Acta ent. bohemoslovaca|Acta entomologica Bohemoslovaca
Acta ent. chil.|Acta entomologica chilena
Acta ent. fenn.|Acta entomologica Fennica
Acta ent. jugosl.|Acta entomologica Jugoslavica
Acta ent. lituan.|Acta entomologica Lituanica [Lietuvos entomolgu Draugija]
Acta ent. Mus. natn. Pragae|Acta entomologica Musei Nationalis Pragae
Acta ent. serbica|Acta entomologica serbica
Acta ent. sin.|Acta entomologica Sinica [K'un ch'ung hsueh pao]
Acta Entomol. Serbica|Acta Entomologica Serbica
Acta Fac. Rerum Nat. Univ. Comenianie|Acta Facultatis Rerum Naturalium Universitatis Comenianae
Acta faun. ent. Mus. natn. Pragae|Acta faunistica entomologica Musei nationalis Pragae [Sbornik faunistickych praci Entomologickeho oddeleni Narodniho Musea v Praze]
